DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	size
G000622365	3914541
G000622385	4085976
G000622405	3540159
G000622425	3976672
G000622895	3380881
G000626635	5132075
G000626675	3568218
G000632125	4032326
G000632455	3345299
G000632495	2454023
G000632515	3622385
G000632715	3798752
G000632805	5396991
G000632845	1148904
G000632985	884232
G000633215	3617767
G000633375	3876324
G000633415	3123278
G000633455	6708080
G000633935	3448426
G000634355	907618
G000634435	698939
G000634595	895440
G000634615	469441
G000634635	934681
G000634675	579043
G000634855	1192256
G000635455	951023
G000635515	901033
G000635535	977410
G000635575	552203
G000635595	1236607
G000635715	1368538
G000635875	830606
G000647675	3453172
G000647975	3715337
G000648015	2665688
G000648175	2913733
G000648515	5371331
G000648615	3204201
G000661895	3267233
G000661955	4648976
G000671395	3176383
G000681355	2593953
G000681495	1803789
G000682715	3604440
G000682755	3802763
G000682775	3310973
G000684975	6475434
G000685155	3203386
G000685215	3640843
G000685235	3668571
G000685275	3618770
G000685295	4280175
G000685315	4050957
G000685355	3354763
G000685395	1762971
G000685805	3098053
G000686005	4729246
G000686065	3464030
G000686125	3561124
G000686145	3583479
G000686505	1934381
G000686525	2939696
G000686565	2475170
G000686605	2138493
G000686625	5904341
G000686645	2654868
G000686665	3143441
G000686705	4101506
G000686725	4589511
G000686825	5913251
G000686845	7486340
G000686865	6468281
G000686885	3158735
G000686905	2920434
G000686945	2823367
G000686965	3712078
G000687145	2660928
G000687395	1178420
G000687415	1169537
G000687435	4260257
G000687515	2844447
G000687535	1810652
G000687555	4732373
G000687655	2686267
G000687675	2718916
G000687695	2688503
G000687715	3473679
G000687735	1282372
G000687795	1325910
G000687835	1219180
G000687875	3403931
G000687915	4281274
G000687955	3023790
G000687975	3191482
G000688015	2301752
G000688035	3083950
G000688095	6572728
G000688115	4402495
G000688235	4053560
G000688255	3600773
G000688295	4659730
G000688335	4106053
G000688375	3318148
G000688395	2925008
G000688415	2261008
G000688455	3686523
G000688475	4210445
G000688515	3872586
G000688615	5001037
G000688835	2112182
G000689175	1019510
G000689195	4592824
G000689255	6382840
G000689355	2631180
G000689375	1012588
G000689395	3415905
G000689415	6162905
G000689615	1447016
G000689635	1545197
G000689655	1479231
G000691225	3412133
G000691505	3178490
G000691545	902487
G000691605	3830427
G000691645	2458422
G000691665	2459939
G000691685	2532319
G000691725	2608492
G000691745	2520807
G000691805	2129476
G000691865	2542436
G000694955	4852316
G000695055	5156544
G000695095	4716552
G000695235	9372401
G000695255	4533138
G000695795	3792640
G000695975	2330585
G000696095	7044473
G000696185	8174272
G000696325	2618064
G000696365	1657692
G000696485	4074048
G000696615	4168037
G000697965	7267502
G000698105	4093558
G000698125	3872620
G000698145	4170367
G000698185	4096854
G000698575	7767215
G000698595	8637375
G000698785	2527938
G000699505	1430433
G000699585	3404633
G000700845	1080447
G000700865	1080447
G000700885	1080446
G000700905	1080446
G000700925	1080448
G000701265	3580227
G000701305	3718149
G000701345	6793945
G000701365	5177578
G000701405	4800021
G000701425	4031778
G000701445	3220540
G000701465	2948319
G000701505	6173415
G000701545	2760118
G000701585	4175408
G000701625	4255528
G000701645	4166765
G000701665	2646896
G000701685	1795494
G000701705	4630442
G000701725	3148938
G000701905	3118301
G000701925	2861669
G000701945	3125163
G000701965	3352525
G000702005	2867049
G000702025	6679327
G000702045	2675466
G000702065	2126709
G000702085	2978537
G000702125	3945387
G000702145	2440715
G000702165	2411783
G000702225	3850389
G000702245	2895073
G000702265	3407272
G000702285	3848685
G000702305	4635764
G000702325	2655367
G000702425	1315625
G000702445	5747993
G000702465	4705879
G000702485	4091649
G000702505	5607959
G000702525	2555436
G000702545	3665894
G000702585	3037601
G000702665	5128906
G000702685	2772364
G000702765	1430451
G000702825	3613673
G000702845	3213641
G000702885	3697107
G000702945	6360979
G000703005	2804489
G000703065	3859732
G000703085	2074826
G000703125	3060291
G000703165	4470907
G000705255	1751734
G000705335	5361575
G000705555	4552885
G000706625	1747106
G000706645	1534143
G000706685	2866963
G000708045	3890033
G000708265	5006523
G000708545	1940193
G000708885	3559280
G000709085	3045860
G000709435	1654902
G000709555	309299
G000709715	3937895
G000709735	1429421
G000709755	1401647
G000709775	1439147
G000709795	1394706
G000709815	1421778
G000709835	1413459
G000709855	1413194
G000709875	1417443
G000709935	4072175
G000710465	9851701
G000710505	5045869
G000710615	3926724
G000710735	1702336
G000710775	5606375
G000710935	3085726
G000711195	2108215
G000711215	1711791
G000711225	5088373
G000711235	4299196
G000711245	3653213
G000711295	3390909
G000711305	2676715
G000711315	2609305
G000711715	2533034
G000711725	6428469
G000711735	4185035
G000711795	4304676
G000711805	4463095
G000711825	3114416
G000711875	5149006
G000711885	5030199
G000711905	1513583
G000711955	5780610
G000711965	4025772
G000711975	2622239
G000711985	4586440
G000712035	2554929
G000712055	4207177
G000712275	3513202
G000712295	2741240
G000712315	4945295
G000712595	4643113
G000712635	4672592
G000714535	3728293
G000714545	3822068
G000714705	1176739
G000714715	3415676
G000714765	3263324
G000714815	5429412
G000714935	4874793
G000715015	3602162
G000715205	3736192
G000715475	3319479
G000715495	5262418
G000715505	4179056
G000715825	9389957
G000715895	11283935
G000715975	10466892
G000716215	9462133
G000716595	8934493
G000716675	9717375
G000716715	11445570
G000716755	10882771
G000716805	10925884
G000717025	8216207
G000717135	10971538
G000717175	8023843
G000717335	10103604
G000717345	8181439
G000717475	3923654
G000717715	8863434
G000717745	7941520
G000718005	6026369
G000718015	7046907
G000718025	9343474
G000718085	3451363
G000718095	8243500
G000718255	6032404
G000718315	8945636
G000718325	4028666
G000718475	8661267
G000718595	7389938
G000718635	8588807
G000718985	5850061
G000719025	9021743
G000719115	8642480
G000719135	6480326
G000719265	7205477
G000719275	6980005
G000719335	8150698
G000719515	4962379
G000719955	7084693
G000719975	5220823
G000720035	4708587
G000720335	4163496
G000720425	7663723
G000720455	8318538
G000720475	9321142
G000720925	3985545
G000720955	8516825
G000720965	6947236
G000721075	9441077
G000721105	10063079
G000721235	8584392
G000721265	7186016
G000721275	7476360
G000721445	8825667
G000722615	5134606
G000722635	6342227
G000722885	4566318
G000722915	1296717
G000723165	5949001
G000723185	1636125
G000723205	4228350
G000723405	5288135
G000723425	6450522
G000723465	2968500
G000723505	3149227
G000723525	4082902
G000723565	1978091
G000723585	4353177
G000723745	2557614
G000724145	1415322
G000724485	3425208
G000724545	7367602
G000724605	2159306
G000724625	5231762
G000724755	1150620
G000724775	4843789
G000725025	1862817
G000725035	1834661
G000725165	1808043
G000725175	2212545
G000725365	3577082
G000725405	3113642
G000725425	1859370
G000725485	11006208
G000725495	9928053
G000725795	6383407
G000729985	3123663
G000730245	1615277
G000730285	2954373
G000730365	2338139
G000730385	4308833
G000730405	2338144
G000730445	2338300
G000730475	5689593
G000731315	6455027
G000731795	1112309
G000731955	3554760
G000731985	3774135
G000732325	5631423
G000732535	4282309
G000732605	5038011
G000732625	3211390
G000732635	3717420
G000732725	4676087
G000732905	1355853
G000732925	9053857
G000732945	2359448
G000733125	3354504
G000733415	7866824
G000733475	2670033
G000733515	5272435
G000733585	4603851
G000733725	3551806
G000733765	3805681
G000733775	4388462
G000733855	4526071
G000733915	2673433
G000733925	5550230
G000733935	4335162
G000733945	4140757
G000734015	1764045
G000734035	2316287
G000734895	6420126
G000735045	2702191
G000735105	4236390
G000735135	3975884
G000735195	4770266
G000735345	4867810
G000735365	4932354
G000735455	4853440
G000735515	4991160
G000735585	4202858
G000735605	6564029
G000735695	2853560
G000736415	1754638
G000736515	2617694
G000737065	3928443
G000737315	11186183
G000737325	10327335
G000737335	10435313
G000737515	5010594
G000737535	2789000
G000737575	2585813
G000737595	2572069
G000737665	4364663
G000737695	5877671
G000737705	4754478
G000737765	5487842
G000737775	4340594
G000737845	1895239
G000737865	1755151
G000737945	1485499
G000737985	4436200
G000738005	2362816
G000738435	3288122
G000738775	5134337
G000738785	5196578
G000739065	1607556
G000739085	7237391
G000739375	6062703
G000739455	2565321
G000739475	992695
G000739515	7147157
G000739535	8384694
G000739555	2955001
G000739575	3852219
G000739595	3677984
G000739615	7795129
G000739695	3475736
G000739715	2921973
G000739795	6795583
G000739895	4327402
G000739915	6432241
G000739935	5293384
G000739995	3505986
G000740015	4721754
G000740055	1860394
G000740095	1609835
G000740455	1941566
G000740655	4028151
G000740715	3951956
G000740785	3439591
G000740795	4128680
G000740805	1858061
G000740855	1169601
G000740865	1703020
G000741135	2096123
G000741165	3252147
G000741175	2887313
G000741205	2004594
G000741215	2160836
G000741255	1822476
G000741285	2170490
G000741525	2052470
G000741575	2531592
G000741645	1892860
G000741695	2847572
G000741705	2615078
G000741715	2787036
G000741765	2164426
G000741775	2790088
G000741785	2812864
G000741845	1428745
G000742095	1818461
G000742475	1115609
G000742835	2485110
G000743525	2661738
G000743535	2977056
G000743575	5052234
G000743635	2633009
G000743705	4314497
G000743715	3849771
G000743945	1959069
G000744105	4514366
G000744185	2352439
G000744225	8681761
G000744255	2619222
G000744275	3959304
G000744285	2662616
G000744375	4041428
G000744415	2163552
G000744435	1714776
G000744455	2490725
G000744465	4980720
G000744505	7315509
G000744515	4895574
G000744555	5358002
G000744655	9002860
G000744705	9915093
G000744735	2474654
G000744755	3746741
G000744775	2934621
G000744785	8272299
G000744815	7806543
G000744825	2632867
G000744835	3790620
G000744875	2344434
G000744885	2160855
G000744895	3174974
G000744935	4266201
G000744955	3881122
G000744995	2743966
G000745065	2218114
G000745125	2518244
G000745135	4191297
G000745175	3169519
G000745185	4424696
G000745265	5710276
G000745345	7819394
G000745395	2766100
G000745425	4320537
G000745455	2172469
G000745475	5613335
G000745485	3369555
G000745545	5994497
G000745655	6518058
G000745725	7318924
G000745735	7774528
G000745835	6727093
G000745845	6630821
G000745855	6535173
G000745895	2609584
G000745905	2928893
G000745915	5078290
G000745955	2762031
G000745965	8177135
G000745975	4466775
G000746015	3724716
G000746025	3649665
G000746035	3870599
G000746085	3971247
G000746095	2441599
G000746135	4955847
G000746155	2957066
G000746195	3111058
G000746205	2767463
G000746255	1687244
G000746275	2608923
G000746435	1726993
G000746525	5764622
G000746585	1917564
G000746645	4335793
G000746745	1851930
G000746765	1360636
G000746845	3160033
G000746875	7337750
G000747075	3114078
G000747095	2107395
G000747155	3056622
G000747315	2328278
G000747345	3422674
G000747525	5329010
G000747605	2191492
G000747625	3193529
G000747645	4076504
G000750005	3457810
G000750175	952704
G000750515	1389513
G000750535	1390397
G000750635	5388101
G000750655	1878090
G000750955	2969604
G000751075	1453216
G000751295	7428968
G000751535	2956128
G000751555	3196602
G000751675	4325182
G000751775	3707071
G000752035	4309569
G000752095	2931144
G000752215	3737722
G000752395	4050101
G000752675	2453577
G000753355	3750216
G000753575	2115618
G000753715	2480276
G000753735	2703110
G000753795	4215794
G000753855	2623309
G000753865	4409819
G000753945	1635563
G000754095	3359675
G000754265	759425
G000754275	2271840
G000754435	856461
G000754445	1083651
G000754505	523138
G000755145	2800562
G000755225	3451492
G000755245	3764367
G000755265	3260523
G000755305	2935762
G000755385	5726473
G000755505	2405882
G000755705	1878735
G000756225	1204257
G000756305	7069859
G000756355	1874188
G000756415	3509678
G000756435	3245670
G000756615	6053498
G000756655	3629371
G000756665	4132804
G000756715	2191063
G000756735	2821221
G000756775	3673759
G000756795	2858586
G000756815	4387007
G000757385	3490856
G000757425	4413398
G000757525	6385152
G000757605	2720405
G000757725	4595883
G000757785	5489680
G000757825	4876443
G000757865	1929203
G000757905	2953863
G000758165	3532909
G000758685	5658798
G000758725	6812473
G000758775	1955632
G000758825	1490259
G000758845	1839502
G000758905	1531433
G000758925	2838933
G000758945	1527867
G000758965	3042317
G000759025	7868778
G000759055	2227780
G000759065	2492199
G000759345	3786651
G000759435	5483543
G000759445	5647497
G000759475	4327607
G000759535	4780403
G000759655	2989625
G000759675	6372252
G000759695	5302980
G000759715	2968736
G000759795	4374581
G000759855	1699937
G000759865	1685398
G000759935	1697748
G000759955	1672416
G000760155	1754063
G000760175	1707342
G000760215	1752482
G000760235	1841163
G000760255	1752772
G000760275	1751015
G000760355	1746977
G000760375	1754053
G000760615	2084639
G000760695	11572263
G000760735	5947044
G000761095	2423898
G000761155	4688635
G000761445	3379958
G000761485	4953652
G000762045	1903774
G000762265	2449987
G000762845	2052667
G000762865	2797873
G000762875	2922612
G000763095	5359899
G000763135	1905102
G000763295	4270334
G000763315	3441572
G000763375	3369357
G000763385	6320123
G000763535	5732794
G000763575	2397824
G000763765	2639435
G000763785	3423189
G000763805	3358707
G000763885	5500748
G000763905	4012851
G000763945	3118428
G000764025	3212303
G000764075	2936546
G000764165	4356826
G000764185	5723506
G000764205	4582559
G000764495	3795776
G000764535	4061902
G000764555	2015987
G000764755	4692319
G000764775	3773436
G000765165	3850950
G000765215	3267429
G000765235	2729704
G000765475	2508511
G000765665	2010363
G000765745	2114943
G000766665	1887974
G000766805	3012752
G000766865	3436956
G000767055	2698995
G000767135	3913703
G000767155	2589653
G000767165	3183361
G000767175	3976246
G000767275	2237377
G000767305	5248795
G000767465	5457578
G000767615	5389285
G000768065	5020969
G000768315	4938305
G000768335	3085112
G000768345	3032117
G000768355	3275062
G000768675	3561699
G000768685	3566056
G000768695	4087970
G000768705	3987063
G000768855	2392483
G000768875	1961776
G000768955	2105287
G000769075	2293773
G000769115	2202536
G000769435	3219590
G000769655	2126164
G000769825	4479972
G000769915	3800758
G000769935	4637174
G000770305	4744408
G000770585	3070855
G000770635	4281464
G000770675	3872934
G000770795	3274406
G000771745	2386081
G000771775	2611151
G000771785	2418746
G000771795	2359414
G000771805	2258534
G000771955	2551663
G000772105	5540337
G000772295	2374299
G000772365	2483375
G000772395	2422046
G000772535	2610727
G000772915	1659203
G000772945	4047197
G000772955	4017054
G000772965	3999909
G000773015	4512819
G000773975	5749517
G000775285	4331368
G000775575	3310887
G000775595	3532243
G000775615	3204236
G000775775	2795381
G000783305	5316652
G000784335	4350898
G000784355	2791704
G000784835	1823483
G000784965	4967343
G000785105	2095860
G000785435	7263741
G000785495	5637360
G000785515	2188923
G000785535	4593579
G000785705	5172098
G000785985	9489843
G000786005	1237960
G000786105	3539424
G000786195	3779802
G000786205	3694812
G000786575	2304821
G000786645	3988138
G000786655	3066141
G000787385	5841040
G000787395	2702377
G000787675	4565323
G000787735	1859317
G000787795	9528734
G000787835	8771919
G000789235	3953230
G000789255	1860815
G000789395	3338630
G000789415	2652605
G000797445	4017534
G000797465	3633537
G000797495	7391415
G000798815	4445493
G000798825	2236196
G000798955	1967154
G000799115	3872381
G000799195	4629388
G000799285	3604039
G000799305	6842168
G000799335	5166119
