DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	completeness
G001700965	99.86
G001701025	99.03
G001701045	100.0
G001701115	95.63
G001701295	85.77
G001702115	98.75
G001702135	98.75
G001702175	99.38
G001703975	42.64
G001704375	100.0
G001704385	99.23
G001704955	99.82
G001705075	98.17
G001705175	99.56
G001705225	100.0
G001705305	99.85
G001705425	99.51
G001705515	97.94
G001705565	99.64
G001705625	99.34
G001705645	99.34
G001705695	99.34
G001705725	99.03
G001705755	99.34
G001705805	99.34
G001706385	98.22
G001707835	98.88
G001708185	99.34
G001708485	99.93
G001708935	95.38
G001708955	99.59
G001708965	99.59
G001708975	99.59
G001708985	99.59
G001709035	99.59
G001709315	100.0
G001709345	99.51
G001712755	98.79
G001713375	99.61
G001713415	99.54
G001713435	99.54
G001713665	99.5
G001714565	97.89
G001714575	97.89
G001714585	97.89
G001714685	99.84
G001714725	99.56
G001715195	98.09
G001715285	38.2
G001717005	90.34
G001717015	91.59
G001717025	99.07
G001717035	99.07
G001717135	98.85
G001719125	99.4
G001719165	99.25
G001719325	45.67
G001719645	99.56
G001720135	94.4
G001720165	99.65
G001720395	96.79
G001721645	100.0
G001721685	99.34
G001723545	99.46
G001723645	96.19
G001723675	92.43
G001723765	92.52
G001723835	58.28
G001723845	79.06
G001723855	76.88
G001723995	75.36
G001724175	82.35
G001724455	36.21
G001724505	35.96
G001724515	41.72
G001724695	90.44
G001724935	31.03
G001725075	99.67
G001725215	74.18
G001725305	36.17
G001726015	99.18
G001729285	98.93
G001729375	97.88
G001729395	95.94
G001729485	99.91
G001729525	100.0
G001730015	93.49
G001730085	97.67
G001730235	82.81
G001730525	100.0
G001730715	86.2
G001736045	97.89
G001736055	97.89
G001742045	98.32
G001742205	99.18
G001742225	99.93
G001742305	96.03
G001742785	79.12
G001746425	99.49
G001746755	98.51
G001746795	98.81
G001746835	99.32
G001746855	66.19
G001746915	99.29
G001747005	99.34
G001747095	99.05
G001747105	98.75
G001747495	100.0
G001748185	99.73
G001748225	100.0
G001748245	90.76
G001748285	98.18
G001748365	99.29
G001748385	100.0
G001748465	99.67
G001749745	99.93
G001750165	100.0
G001750685	99.29
G001750785	99.84
G001750905	90.08
G001750925	81.05
G001750995	74.83
G001751005	83.55
G001751075	92.9
G001751085	80.29
G001751145	74.44
G001751155	85.04
G001751165	69.3
G001751225	74.5
G001751375	98.84
G001752665	98.7
G001753795	89.05
G001756595	99.34
G001756615	96.66
G001757105	99.64
G001758225	98.56
G001758345	99.93
G001761345	98.12
G001761365	99.66
G001761445	99.01
G001761465	98.94
G001765415	88.89
G001766415	98.68
G001766815	96.08
G001766825	88.89
G001766895	33.06
G001767075	84.78
G001767115	52.24
G001767145	42.61
G001767235	99.26
G001767275	99.38
G001767315	96.09
G001767575	80.88
G001767595	49.09
G001767605	93.61
G001767615	40.25
G001767735	52.68
G001767755	51.55
G001767765	81.6
G001767865	93.84
G001767955	96.21
G001768015	96.21
G001768085	59.77
G001768155	77.6
G001768195	100.0
G001768205	98.91
G001768235	99.52
G001768245	91.24
G001768285	99.52
G001768305	97.62
G001768355	99.52
G001768395	98.36
G001768405	100.0
G001768435	96.9
G001768485	97.38
G001768535	99.46
G001768565	100.0
G001768645	96.58
G001768805	61.54
G001768885	68.62
G001768925	93.13
G001768965	72.26
G001769045	99.05
G001769115	97.31
G001769225	91.19
G001769245	99.46
G001769275	97.85
G001769295	87.38
G001769315	75.87
G001769435	84.25
G001769455	51.98
G001769475	85.06
G001769505	98.1
G001769535	99.46
G001769615	37.15
G001769625	57.51
G001769635	70.95
G001769695	74.77
G001769705	96.24
G001769725	80.81
G001769775	78.52
G001769805	91.02
G001769835	90.72
G001769855	91.96
G001769915	68.76
G001769935	99.1
G001769975	79.41
G001769995	64.43
G001770005	58.27
G001770015	90.28
G001770035	93.25
G001770075	85.37
G001770085	93.25
G001770105	88.89
G001770125	93.25
G001770165	81.25
G001770175	82.68
G001771035	36.66
G001771055	76.06
G001771115	69.44
G001771165	61.2
G001771185	72.77
G001771215	72.77
G001771235	85.1
G001771275	74.09
G001771315	84.27
G001771345	81.2
G001771365	88.89
G001771395	88.03
G001771415	88.46
G001771425	88.46
G001771455	65.26
G001771465	88.46
G001771495	87.61
G001771505	88.89
G001771535	87.18
G001771545	88.03
G001771575	88.46
G001771585	88.46
G001771615	76.21
G001771625	88.46
G001771655	83.76
G001771665	87.61
G001771695	89.32
G001771705	57.33
G001771775	78.13
G001771815	99.1
G001771825	88.94
G001771845	93.25
G001772215	54.18
G001772255	70.79
G001772265	69.64
G001772305	45.89
G001772335	83.76
G001772355	86.25
G001772375	77.78
G001772385	88.03
G001772415	88.03
G001772435	88.46
G001772455	75.21
G001772465	60.63
G001772535	45.87
G001772545	47.36
G001772575	67.16
G001772615	65.9
G001772625	55.12
G001772665	64.85
G001772695	65.9
G001772705	66.22
G001772775	73.2
G001772795	76.02
G001772805	54.59
G001772815	65.36
G001772855	59.74
G001772865	73.98
G001772885	70.53
G001772935	65.36
G001772955	47.03
G001772985	50.16
G001773015	77.43
G001773035	68.5
G001773055	77.43
G001773065	77.43
G001773095	74.84
G001773115	57.6
G001773145	77.43
G001773175	75.08
G001773195	60.18
G001773215	77.43
G001773225	76.58
G001773275	65.19
G001773295	67.77
G001773315	76.57
G001773375	77.43
G001773385	71.39
G001773395	73.82
G001773425	65.72
G001773455	70.64
G001773465	52.38
G001773585	43.07
G001773615	59.9
G001773645	51.98
G001773655	57.19
G001773695	59.9
G001773715	48.02
G001773725	58.91
G001773735	56.93
G001773775	52.97
G001773795	56.27
G001773815	41.73
G001773915	78.18
G001773925	48.14
G001773975	53.54
G001774005	60.22
G001774035	66.48
G001774055	59.21
G001774075	68.23
G001774085	69.26
G001774135	60.47
G001774165	56.98
G001774195	67.59
G001774215	56.98
G001774245	80.58
G001774275	66.01
G001774295	65.02
G001774315	66.01
G001774335	66.5
G001774395	67.49
G001774495	85.63
G001774505	68.68
G001774535	57.67
G001774555	57.97
G001774635	62.78
G001774655	62.78
G001774675	62.78
G001774685	62.78
G001774705	42.58
G001774865	55.23
G001774895	50.56
G001774945	62.34
G001774995	57.89
G001775085	62.04
G001775155	56.4
G001775245	56.91
G001775325	54.95
G001775365	60.51
G001775405	94.51
G001775435	54.25
G001775445	57.69
G001775475	72.54
G001775565	54.22
G001775605	58.91
G001775635	51.19
G001775645	50.0
G001775695	56.36
G001775785	63.31
G001775835	78.25
G001775885	56.98
G001775915	56.98
G001775935	50.78
G001775955	81.31
G001775965	76.13
G001776015	71.56
G001776045	59.9
G001776075	64.85
G001776115	54.86
G001776125	59.93
G001776145	52.62
G001776175	66.5
G001776195	65.24
G001776225	47.89
G001776255	62.78
G001776275	57.24
G001776335	72.28
G001776415	45.91
G001776425	52.23
G001776455	48.02
G001776475	60.4
G001776505	69.6
G001776535	61.55
G001776585	44.39
G001776635	69.91
G001776675	49.01
G001776685	56.33
G001776735	56.68
G001776755	56.48
G001776815	62.78
G001776835	62.21
G001776855	51.94
G001776945	53.93
G001776975	58.8
G001777015	70.19
G001777025	44.55
G001777055	64.35
G001777065	59.07
G001777335	52.31
G001777345	55.09
G001777375	46.3
G001777435	66.94
G001777455	58.59
G001777465	59.41
G001777495	58.11
G001777545	69.8
G001777575	69.31
G001777585	72.77
G001777655	63.89
G001777665	70.3
G001777695	70.3
G001777775	63.37
G001777815	59.23
G001777825	64.35
G001777855	67.25
G001777945	100.0
G001778055	61.39
G001778075	63.53
G001778085	68.21
G001778155	55.45
G001778165	70.79
G001778195	70.1
G001778235	71.45
G001778255	70.79
G001778275	51.98
G001778285	66.4
G001778315	42.32
G001778395	77.01
G001778415	73.56
G001778435	68.39
G001778455	76.27
G001778465	53.68
G001778535	56.38
G001778545	71.21
G001778555	63.17
G001778595	54.96
G001778615	69.25
G001778635	69.96
G001778655	77.01
G001778665	57.09
G001778705	72.39
G001778735	49.72
G001778755	75.29
G001778775	56.38
G001778855	75.0
G001778875	74.43
G001778905	76.15
G001778935	70.11
G001778955	72.13
G001778975	57.73
G001779015	37.41
G001779055	60.02
G001779065	35.4
G001779095	59.57
G001779115	65.35
G001779135	64.35
G001779145	52.06
G001779195	68.37
G001779235	63.44
G001779255	64.36
G001779265	62.38
G001779275	62.87
G001779345	54.83
G001779385	61.39
G001779475	48.97
G001779505	52.38
G001779535	75.59
G001779555	72.78
G001779575	63.79
G001779585	47.98
G001779595	56.9
G001779615	61.39
G001779655	65.78
G001779665	56.52
G001779735	62.38
G001779745	51.16
G001779755	54.6
G001779835	63.7
G001779875	80.22
G001779895	69.8
G001779915	56.61
G001779925	66.51
G001779955	58.91
G001779985	69.8
G001779995	66.06
G001780055	69.8
G001780065	70.3
G001780145	69.31
G001780165	98.9
G001780215	49.83
G001780235	61.22
G001780275	71.78
G001780315	67.27
G001780385	89.74
G001780415	66.38
G001780425	75.29
G001780445	51.11
G001780475	70.69
G001780495	72.7
G001780515	51.97
G001780535	51.85
G001780555	71.55
G001780565	71.84
G001780595	70.98
G001780605	77.01
G001780635	68.97
G001780645	52.82
G001780695	46.84
G001780705	70.98
G001780725	77.01
G001780775	74.43
G001780795	47.89
G001780805	65.51
G001780825	94.51
G001780865	71.29
G001780895	57.5
G001780955	62.18
G001781095	75.29
G001781105	67.92
G001781175	57.26
G001781195	58.95
G001781205	85.48
G001781255	81.24
G001781275	54.94
G001781285	55.87
G001781335	66.64
G001781355	58.95
G001781375	52.39
G001781415	63.66
G001781435	66.48
G001781445	59.8
G001781465	63.93
G001781515	71.55
G001781525	67.92
G001781555	62.22
G001781565	56.21
G001781605	66.21
G001781625	52.46
G001781675	49.91
G001781685	59.8
G001781725	65.78
G001781795	59.8
G001781805	60.09
G001781845	45.58
G001781875	50.26
G001781885	48.51
G001781935	59.41
G001781965	47.18
G001781995	51.65
G001782035	60.89
G001782045	59.9
G001782085	60.4
G001782115	47.08
G001782125	53.61
G001782205	50.5
G001782265	57.59
G001782295	55.47
G001782355	69.31
G001782395	54.62
G001782415	59.9
G001782435	43.62
G001782445	64.36
G001782475	60.56
G001782495	60.89
G001782525	65.28
G001782595	62.54
G001782605	55.94
G001782645	53.63
G001782685	48.51
G001782735	61.88
G001782805	73.43
G001782815	52.88
G001782825	80.9
G001782875	80.9
G001782895	43.32
G001782905	51.54
G001782935	73.43
G001782955	80.9
G001782965	58.91
G001782975	58.33
G001783015	54.55
G001783035	73.99
G001783045	78.59
G001783065	65.97
G001783095	46.3
G001783105	78.21
G001783135	47.68
G001783145	69.47
G001783185	65.1
G001783215	66.67
G001783255	70.04
G001783315	61.44
G001783335	64.93
G001783355	58.56
G001783375	57.95
G001783415	65.36
G001783435	59.99
G001783445	49.07
G001783465	75.29
G001783485	65.78
G001783515	82.45
G001783525	63.28
G001783565	55.86
G001783595	61.8
G001783635	60.15
G001783645	58.61
G001783775	67.33
G001783805	66.83
G001783845	45.85
G001783885	40.1
G001783905	57.92
G001783975	45.54
G001784045	54.7
G001784055	64.85
G001784095	53.97
G001784115	66.34
G001784175	94.38
G001784235	60.89
G001784255	54.08
G001784275	54.73
G001784285	79.71
G001784315	74.72
G001784325	73.43
G001784355	46.82
G001784365	65.1
G001784395	48.96
G001784435	68.32
G001784455	52.56
G001784485	96.58
G001784535	81.31
G001784555	94.87
G001784565	87.01
G001784585	96.58
G001784615	89.49
G001784695	64.62
G001784715	52.36
G001784725	61.39
G001784775	72.49
G001784795	56.51
G001784805	70.46
G001784815	61.48
G001784875	85.19
G001784885	87.77
G001784895	89.5
G001784915	60.55
G001784955	70.53
G001784965	56.6
G001784975	88.64
G001785005	73.75
G001785035	77.34
G001785275	75.95
G001785295	49.49
G001785415	72.23
G001785465	74.82
G001785485	63.94
G001785515	58.63
G001785545	48.62
G001785595	68.78
G001785615	63.62
G001785675	72.1
G001785695	75.95
G001785785	63.77
G001785805	64.25
G001785815	56.61
G001785895	71.45
G001785985	78.42
G001786045	75.95
G001786055	58.2
G001786095	55.59
G001786125	68.23
G001786175	62.04
G001786195	75.95
G001786225	58.75
G001786255	72.08
G001786325	54.76
G001786355	70.62
G001786505	96.58
G001786555	82.05
G001786575	69.47
G001786615	55.41
G001786735	53.76
G001786745	59.66
G001786795	52.54
G001786805	71.61
G001786885	70.43
G001786905	64.14
G001786965	63.06
G001787125	68.23
G001787245	73.41
G001787315	58.51
G001787335	99.63
G001787375	60.03
G001787395	60.96
G001787405	62.81
G001787455	52.31
G001787475	53.51
G001787485	70.75
G001787535	81.02
G001787555	65.19
G001787565	65.48
G001787585	67.67
G001787615	69.82
G001787625	54.49
G001787675	62.04
G001787705	73.61
G001787725	76.39
G001787755	81.02
G001787775	81.59
G001787795	81.02
G001787805	72.27
G001787865	50.67
G001787885	74.06
G001787915	68.5
G001787945	67.08
G001787965	66.07
G001787985	73.41
G001788045	61.04
G001788055	72.96
G001788095	77.43
G001788125	66.07
G001788165	54.97
G001788195	57.29
G001788215	55.89
G001788225	70.31
G001788235	58.7
G001788275	66.46
G001788295	72.54
G001788305	70.38
G001788325	67.54
G001788355	72.1
G001788375	71.39
G001788565	62.04
G001788635	44.96
G001788645	59.57
G001788675	57.63
G001788685	49.72
G001788715	51.19
G001788755	78.65
G001788765	68.07
G001788795	77.78
G001788805	81.02
G001788835	79.78
G001788845	69.44
G001788875	70.37
G001788885	56.83
G001788915	69.82
G001788925	76.68
G001788955	72.6
G001788995	71.19
G001789005	62.42
G001789035	67.51
G001789045	70.75
G001789075	81.02
G001789085	81.02
G001789115	65.53
G001789125	80.09
G001789155	77.06
G001789165	79.17
G001789275	96.51
G001789285	55.13
G001789325	44.51
G001789365	67.08
G001789405	76.41
G001789435	72.07
G001789445	70.53
G001789475	67.79
G001789515	61.88
G001789535	69.51
G001789545	51.25
G001789555	63.64
G001789635	73.82
G001789645	72.1
G001789675	49.69
G001789695	75.78
G001789715	66.77
G001789725	53.92
G001789745	65.68
G001789775	68.81
G001789795	66.07
G001789805	61.76
G001789855	56.2
G001789875	73.82
G001789895	62.59
G001789935	53.6
G001789955	64.79
G001789965	71.24
G001789995	52.98
G001790005	58.81
G001790035	69.51
G001790045	82.49
G001790075	72.96
G001790095	82.49
G001790115	82.49
G001790125	71.39
G001790155	78.32
G001790165	74.84
G001790195	82.49
G001790365	65.1
G001790435	62.03
G001790445	72.69
G001790455	54.65
G001790495	53.2
G001790525	69.23
G001790575	73.22
G001790625	55.98
G001790645	67.98
G001790675	86.32
G001790695	67.48
G001790715	68.58
G001790765	55.88
G001790785	89.92
G001790815	64.36
G001790825	69.31
G001790855	94.02
G001790865	94.02
G001790905	70.53
G001790975	71.29
G001790985	78.14
G001791005	59.41
G001791035	62.62
G001791065	52.82
G001791115	59.6
G001791135	41.54
G001791145	54.7
G001791155	63.86
G001791195	58.42
G001791205	69.8
G001791245	55.45
G001791275	63.68
G001791295	67.35
G001791305	69.8
G001791335	44.96
G001791375	36.14
G001791385	72.28
G001791415	64.36
G001791425	58.58
G001791455	71.78
G001791465	58.37
G001791475	44.63
G001791505	60.64
G001791535	68.81
G001791555	61.39
G001791565	64.36
G001791575	44.55
G001791635	51.28
G001791645	71.29
G001791655	62.38
G001791715	56.16
G001791725	72.28
G001791735	71.29
G001791745	69.8
G001791795	80.0
G001791885	61.05
G001791935	70.22
G001791965	46.7
G001792005	49.17
G001792035	51.16
G001792065	56.01
G001792075	65.8
G001792155	48.79
G001792165	48.75
G001792215	73.98
G001792225	44.27
G001792255	43.07
G001792265	45.97
G001792295	43.73
G001792305	53.14
G001792335	50.14
G001792345	59.08
G001792375	56.01
G001792415	66.38
G001792425	49.68
G001792465	50.66
G001792495	46.3
G001792535	67.43
G001792545	58.0
G001792575	53.44
G001792585	64.54
G001792925	45.71
G001792935	67.43
G001792995	44.55
G001793005	51.42
G001793015	62.46
G001793075	54.62
G001793085	51.65
G001793095	56.01
G001793105	60.07
G001793165	66.31
G001793185	54.62
G001793255	54.95
G001793335	45.3
G001793345	39.38
G001793355	47.43
G001793455	55.36
G001793465	49.92
G001793475	52.36
G001793535	43.61
G001793545	45.71
G001793575	46.25
G001793615	42.08
G001793625	35.41
G001793635	73.82
G001793665	53.38
G001793705	52.39
G001793715	46.04
G001793755	48.59
G001793815	75.67
G001793855	76.85
G001793865	73.43
G001793895	62.67
G001793935	62.67
G001793945	63.66
G001793975	67.64
G001794015	54.17
G001794025	69.25
G001794055	61.39
G001794065	53.83
G001794095	59.23
G001794105	63.0
G001794125	61.08
G001794145	61.59
G001794195	55.74
G001794215	79.6
G001794285	54.75
G001794295	57.21
G001794375	59.23
G001794385	59.23
G001794435	61.59
G001794475	78.66
G001794485	66.67
G001794515	67.37
G001794555	53.9
G001794575	58.56
G001794595	52.59
G001794605	52.75
G001794635	65.65
G001794675	62.31
G001794695	58.3
G001794735	59.23
G001794755	76.15
G001794865	93.92
G001794895	93.92
G001794905	77.7
G001794935	78.31
G001794965	99.09
G001794985	39.63
G001795015	45.94
G001795035	59.08
G001795045	30.65
G001795085	55.64
G001795115	80.0
G001795125	73.43
G001795155	41.94
G001795165	86.36
G001795205	44.0
G001795275	39.27
G001795285	42.9
G001795315	61.06
G001795335	58.04
G001795365	66.32
G001795385	79.6
G001795495	47.84
G001795505	69.04
G001795535	65.39
G001795545	94.84
G001795585	58.3
G001795615	61.13
G001795625	60.67
G001795655	60.93
G001795665	69.96
G001795695	68.94
G001795715	61.65
G001795735	60.15
G001795775	48.86
G001795795	74.97
G001795825	44.32
G001795855	61.08
G001795875	76.15
G001795975	66.04
G001796065	84.46
G001796095	78.38
G001796105	67.95
G001796175	85.14
G001796185	85.81
G001796235	93.92
G001796255	93.92
G001796275	90.32
G001796285	93.92
G001796315	87.16
G001796335	99.09
G001796355	91.82
G001796365	99.09
G001796415	51.32
G001796445	44.57
G001796475	36.82
G001796495	67.4
G001796515	92.24
G001796525	54.29
G001796555	50.66
G001796575	34.89
G001796595	54.64
G001796605	43.07
G001796635	61.54
G001796655	49.24
G001796675	63.25
G001796685	50.26
G001796725	33.63
G001796755	66.01
G001796765	71.42
G001796785	74.85
G001796805	65.95
G001796835	56.79
G001796845	43.74
G001796865	69.97
G001796885	39.03
G001796915	34.67
G001796965	68.89
G001797045	29.34
G001797075	38.64
G001797095	47.27
G001797105	82.61
G001797155	31.92
G001797165	42.95
G001797185	91.94
G001797195	39.95
G001797235	79.43
G001797255	74.9
G001797275	90.04
G001797285	76.74
G001797335	90.59
G001797435	66.33
G001797465	94.84
G001797495	91.61
G001797505	74.01
G001797515	58.25
G001797585	86.41
G001797595	59.01
G001797665	87.88
G001797675	76.75
G001797695	77.77
G001797735	21.82
G001797745	80.0
G001797785	48.63
G001797845	93.87
G001797895	47.35
G001797935	73.01
G001797945	90.0
G001798005	36.42
G001798015	42.81
G001798055	27.73
G001798085	93.11
G001798105	78.56
G001798155	70.62
G001798185	92.16
G001798235	88.18
G001798265	77.06
G001798315	81.76
G001798395	45.83
G001798415	69.51
G001798425	91.45
G001798475	77.05
G001798485	79.01
G001798535	84.82
G001798605	87.8
G001798625	84.01
G001798655	87.21
G001798685	57.4
G001798715	89.92
G001798755	39.66
G001798805	75.25
G001798855	83.87
G001798915	68.64
G001798945	48.86
G001798975	20.6
G001799015	66.32
G001799025	69.25
G001799065	89.64
G001799095	87.42
G001799115	47.0
G001799195	67.86
G001799255	90.33
G001799285	94.28
G001799325	28.44
G001799395	97.42
G001799405	69.26
G001799425	61.42
G001799505	68.47
G001799555	74.07
G001799565	96.07
G001799575	96.63
G001799745	78.41
G001799775	96.63
G001799795	60.37
G001799915	83.33
G001799925	81.65
G001799975	75.66
G001800015	93.82
G001800095	82.02
G001800205	70.11
G001800235	96.56
G001800245	91.57
G001800315	96.56
G001800325	50.53
G001800355	86.89
G001800375	94.94
G001800425	75.71
G001800455	82.74
G001800475	96.56
G001800495	72.3
G001800525	87.57
G001800565	83.83
G001800635	88.7
G001800675	83.8
G001800735	74.45
G001800745	77.47
G001800755	58.56
G001800795	71.07
G001800815	92.8
G001800825	96.67
G001800835	98.74
G001800865	95.5
G001800985	100.0
G001801015	100.0
G001801235	26.55
G001801285	59.48
G001801305	79.65
G001801315	66.51
G001801345	74.73
G001801375	70.69
G001801405	81.52
G001801425	94.48
G001801465	96.51
G001801485	88.66
G001801495	89.93
G001801575	94.19
G001801605	93.31
G001801625	84.09
G001801635	81.44
G001801665	63.72
G001801725	33.21
G001801755	92.73
G001801785	76.38
G001801815	93.9
G001801825	77.38
G001801885	88.05
G001801915	92.73
G001801945	53.7
G001801985	40.35
G001802045	59.45
G001802095	62.89
G001802205	86.0
G001802215	55.17
G001802265	100.0
G001802335	71.07
G001802355	77.73
G001802405	22.09
G001802445	93.17
G001802455	93.17
G001802505	46.8
G001802535	55.39
G001802575	66.04
G001802615	51.45
G001802645	96.77
G001802785	79.5
G001802795	94.13
G001802805	88.25
G001802865	77.09
G001802895	67.37
G001802995	45.06
G001803025	97.77
G001803075	67.36
G001803105	99.16
G001803165	100.0
G001803205	94.55
G001803225	95.41
G001803255	59.12
G001803285	77.25
G001803315	87.84
G001803345	100.0
G001803365	65.81
G001803415	65.84
G001803445	49.39
G001803465	58.91
G001803475	50.0
G001803505	43.07
G001803525	91.4
G001803535	79.86
G001803565	81.1
G001803605	92.27
G001803615	59.75
G001803635	96.36
G001803645	69.48
G001803685	64.44
G001803705	67.05
G001803715	66.5
G001803765	90.81
G001803785	68.1
G001803815	60.95
G001803845	53.41
G001803885	51.14
G001803925	64.39
G001803945	94.55
G001803955	54.22
G001803975	62.9
G001804005	25.93
G001804045	74.77
G001804055	85.42
G001804065	86.72
G001804105	63.05
G001804125	91.94
G001804155	87.57
G001804165	81.87
G001804205	91.33
G001804225	75.74
G001804255	87.03
G001804305	86.5
G001804315	91.33
G001804395	83.99
G001804445	33.56
G001804545	85.77
G001804555	86.34
G001804565	88.93
G001804605	87.77
G001804625	85.14
G001804635	66.5
G001804665	98.17
G001804785	93.52
G001804885	89.41
G001804905	82.85
G001804915	80.29
G001804945	84.56
G001804965	58.48
G001804975	78.41
G001805005	74.76
G001805025	71.23
G001805085	80.46
G001805105	95.45
G001805125	92.2
G001805135	46.98
G001805165	61.74
G001805185	72.89
G001805205	80.55
G001805235	65.18
G001805295	77.35
G001805365	87.57
G001805375	76.74
G001805475	29.51
G001805565	53.13
G001805575	85.42
G001805605	66.5
G001805765	68.2
G001805775	73.95
G001805805	76.11
G001805845	70.95
G001805855	64.53
G001805895	54.75
G001806055	75.64
G001806075	62.98
G001806105	56.21
G001806225	74.01
G001806235	45.17
G001807285	100.0
G001807435	99.37
G001807655	98.63
G001808025	100.0
G001808185	100.0
G001808335	98.88
G001808965	99.31
G001809255	99.45
G001811135	99.04
G001812065	100.0
G001812345	100.0
G001812395	99.05
G001813085	99.02
G001813205	100.0
G001814535	99.29
G001814805	98.58
G001816025	99.86
G001816375	56.6
G001816405	55.61
G001816425	55.44
G001816455	55.58
G001816475	58.58
G001816555	47.25
G001816575	51.75
G001816585	61.39
G001816635	54.14
G001816645	57.18
G001816695	60.64
G001816735	52.09
G001816795	55.09
G001816815	54.29
G001816835	56.11
G001816895	46.48
G001816915	60.55
G001816955	60.55
G001816975	60.19
G001816985	54.94
G001816995	54.5
G001817035	63.76
G001817055	76.12
G001817065	68.98
G001817095	61.57
G001817115	64.35
G001817135	58.23
G001817145	59.07
G001817175	56.88
G001817215	81.17
G001817255	55.25
G001817265	48.68
G001817305	49.83
G001817345	56.44
G001817385	39.11
G001817415	53.38
G001817495	62.62
G001817505	65.28
G001817575	54.95
G001817585	46.04
G001817635	61.43
G001817675	53.46
G001817685	61.07
G001817715	66.75
G001817735	47.41
G001817755	60.69
G001817805	69.33
G001817875	64.54
G001817915	74.36
G001817925	58.62
G001817975	63.06
G001817995	80.3
G001818015	74.44
G001818055	70.79
G001818075	63.3
G001818085	58.99
G001818105	77.56
G001818135	66.35
G001818155	71.29
G001818175	65.69
G001818205	51.24
G001818315	87.93
G001818335	87.77
G001818365	61.06
G001818395	56.27
G001818435	66.01
G001818445	72.44
G001818475	69.47
G001818495	73.43
G001818535	44.19
G001818545	45.84
G001818595	49.8
G001818615	46.3
G001818625	72.28
G001818655	57.03
G001818675	68.87
G001818695	62.67
G001818705	66.4
G001818735	91.67
G001818755	91.67
G001818835	52.39
G001818855	71.78
G001818895	52.71
G001818915	67.7
G001818945	63.93
G001818975	59.8
G001818995	69.6
G001819015	50.4
G001819035	53.43
G001819055	50.01
G001819075	49.89
G001819095	57.57
G001819135	48.74
G001819255	66.04
G001819295	67.76
G001819315	63.22
G001819335	50.79
G001819345	55.46
G001819395	69.61
G001819475	46.44
G001819495	76.85
G001819535	60.03
G001819635	48.58
G001819735	66.64
G001819785	62.79
G001819815	62.79
G001819855	47.83
G001819875	60.23
G001819905	53.11
G001819945	53.79
G001819975	53.69
G001819985	70.39
G001820055	57.0
G001820095	64.16
G001820115	63.66
G001820135	58.09
G001820145	53.14
G001820175	56.73
G001820225	77.72
G001820295	79.44
G001820305	62.84
G001820325	53.25
G001820355	44.36
G001820395	76.85
G001820405	79.44
G001820445	79.44
G001820475	57.23
G001820515	61.35
G001820535	79.44
G001820555	73.48
G001820565	66.17
G001820595	43.77
G001820635	60.46
G001820675	51.15
G001820685	67.56
G001820715	61.02
G001820725	67.29
G001820755	49.57
G001820775	64.32
G001820815	59.52
G001820825	70.82
G001820855	50.68
G001820875	78.58
G001820885	51.6
G001820905	57.87
G001820935	66.04
G001820955	57.24
G001820985	54.96
G001821015	72.54
G001821035	81.17
G001821055	73.56
G001821065	55.53
G001821115	75.29
G001821135	58.01
G001821155	48.43
G001821165	58.09
G001821185	59.37
G001821215	83.75
G001821235	75.29
G001821245	50.61
G001821275	52.32
G001821295	82.89
G001821305	57.86
G001821355	72.7
G001821375	79.6
G001821385	53.82
G001821395	63.5
G001821435	61.08
G001821455	56.73
G001821575	61.88
G001821685	42.99
G001821725	47.09
G001821755	57.38
G001821795	58.92
G001821805	61.7
G001821835	50.58
G001821845	51.18
G001821925	75.99
G001821935	58.88
G001822005	50.79
G001822075	79.44
G001822135	79.44
G001822155	54.82
G001822165	59.87
G001822215	57.23
G001822295	60.36
G001822305	62.85
G001822325	56.91
G001822345	56.76
G001822375	71.25
G001822385	56.88
G001822415	53.67
G001822425	51.37
G001822455	65.53
G001822475	48.78
G001822495	77.01
G001822505	55.53
G001822535	58.56
G001822555	80.3
G001822595	65.52
G001822615	57.08
G001822625	81.17
G001822655	70.19
G001822675	55.38
G001822705	68.91
G001822735	67.88
G001822755	53.25
G001822765	56.16
G001822815	65.57
G001822835	58.77
G001822865	45.84
G001822895	61.9
G001822905	67.4
G001822935	64.63
G001822975	52.75
G001823015	57.7
G001823055	55.74
G001823155	57.96
G001823165	58.71
G001823235	54.28
G001823295	50.72
G001823315	62.2
G001823375	54.36
G001823415	55.52
G001823495	61.08
G001823505	57.45
G001823535	57.66
G001823545	82.03
G001823695	75.29
G001823715	65.5
G001823735	59.43
G001823745	56.34
G001823795	73.41
G001823815	73.72
G001823825	83.05
G001823875	75.29
G001823895	56.67
G001823945	57.66
G001823995	56.24
G001824005	69.7
G001824025	49.61
G001824075	71.68
G001824095	64.16
G001824135	59.9
G001824155	61.19
G001824195	58.42
G001824235	67.53
G001824255	65.48
G001824275	76.15
G001824295	68.19
G001824315	70.66
G001824325	60.43
G001824355	54.25
G001824375	72.39
G001824395	52.57
G001824435	58.69
G001824455	54.15
G001824485	87.36
G001824605	63.64
G001824635	87.27
G001824645	62.65
G001824675	47.71
G001824685	58.37
G001824735	56.51
G001824755	62.87
G001824825	57.81
G001824885	57.46
G001824925	60.09
G001824985	58.22
G001825005	63.57
G001825065	47.79
G001825075	61.08
G001825215	65.48
G001825235	57.95
G001825295	83.05
G001825315	67.74
