DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	coding density
G001700965	86.67
G001701025	90.02
G001701045	87.04
G001701115	92.0
G001701295	88.8
G001702115	87.96
G001702135	87.91
G001702175	79.59
G001703975	95.86
G001704375	90.57
G001704385	90.5
G001704955	82.75
G001705075	87.35
G001705175	88.35
G001705225	88.9
G001705305	86.21
G001705425	88.49
G001705515	90.62
G001705565	84.44
G001705625	88.97
G001705645	88.9
G001705695	88.95
G001705725	89.06
G001705755	89.0
G001705805	88.98
G001706385	81.56
G001707835	84.52
G001708185	79.84
G001708485	89.16
G001708935	88.15
G001708955	86.54
G001708965	86.39
G001708975	86.48
G001708985	86.54
G001709035	85.9
G001709315	85.42
G001709345	86.54
G001712755	82.55
G001713375	92.01
G001713415	89.66
G001713435	90.63
G001713665	88.03
G001714565	90.22
G001714575	90.46
G001714585	90.32
G001714685	68.84
G001714725	87.8
G001715195	89.78
G001715285	92.5
G001717005	88.93
G001717015	88.22
G001717025	88.33
G001717035	89.35
G001717135	88.1
G001719125	85.94
G001719165	90.18
G001719325	94.67
G001719645	87.66
G001720135	85.59
G001720165	91.76
G001720395	77.25
G001721645	91.91
G001721685	87.79
G001723545	87.04
G001723645	86.3
G001723675	90.52
G001723765	80.14
G001723835	89.59
G001723845	87.51
G001723855	89.46
G001723995	89.96
G001724175	91.4
G001724455	89.81
G001724505	92.05
G001724515	93.31
G001724695	90.85
G001724935	93.68
G001725075	80.25
G001725215	89.42
G001725305	86.58
G001726015	88.36
G001729285	79.06
G001729375	71.83
G001729395	86.86
G001729485	86.71
G001729525	89.54
G001730015	87.19
G001730085	85.91
G001730235	87.23
G001730525	89.15
G001730715	89.88
G001736045	90.47
G001736055	90.51
G001742045	90.18
G001742205	86.13
G001742225	88.38
G001742305	88.3
G001742785	84.39
G001746425	86.79
G001746755	89.34
G001746795	83.03
G001746835	90.68
G001746855	81.75
G001746915	86.37
G001747005	84.77
G001747095	93.07
G001747105	93.25
G001747495	89.21
G001748185	88.93
G001748225	87.08
G001748245	90.27
G001748285	82.56
G001748365	87.52
G001748385	90.68
G001748465	87.57
G001749745	92.29
G001750165	86.71
G001750685	85.68
G001750785	84.95
G001750905	83.42
G001750925	88.45
G001750995	88.34
G001751005	85.17
G001751075	86.14
G001751085	85.01
G001751145	86.95
G001751155	86.91
G001751165	84.94
G001751225	84.23
G001751375	86.26
G001752665	86.12
G001753795	74.25
G001756595	89.21
G001756615	87.06
G001757105	89.51
G001758225	89.92
G001758345	84.78
G001761345	88.14
G001761365	89.63
G001761445	90.42
G001761465	86.99
G001765415	88.72
G001766415	90.35
G001766815	92.53
G001766825	92.24
G001766895	76.4
G001767075	87.74
G001767115	85.32
G001767145	85.96
G001767235	77.23
G001767275	86.19
G001767315	91.42
G001767575	80.54
G001767595	78.33
G001767605	87.4
G001767615	72.33
G001767735	82.97
G001767755	79.44
G001767765	79.66
G001767865	92.13
G001767955	92.47
G001768015	92.33
G001768085	77.01
G001768155	85.51
G001768195	90.38
G001768205	89.79
G001768235	91.19
G001768245	86.11
G001768285	91.15
G001768305	90.8
G001768355	91.2
G001768395	92.96
G001768405	91.14
G001768435	92.93
G001768485	90.95
G001768535	90.51
G001768565	91.07
G001768645	90.14
G001768805	91.85
G001768885	89.93
G001768925	92.36
G001768965	83.54
G001769045	91.15
G001769115	89.25
G001769225	89.12
G001769245	90.49
G001769275	89.22
G001769295	92.16
G001769315	82.62
G001769435	88.33
G001769455	86.66
G001769475	92.07
G001769505	91.32
G001769535	89.96
G001769615	71.63
G001769625	77.41
G001769635	72.29
G001769695	90.95
G001769705	90.36
G001769725	91.93
G001769775	91.13
G001769805	93.26
G001769835	93.17
G001769855	93.25
G001769915	91.22
G001769935	93.22
G001769975	92.97
G001769995	91.48
G001770005	83.74
G001770015	90.67
G001770035	92.08
G001770075	92.79
G001770085	92.35
G001770105	90.78
G001770125	92.14
G001770165	91.83
G001770175	92.78
G001771035	82.14
G001771055	79.15
G001771115	83.41
G001771165	85.99
G001771185	84.39
G001771215	84.39
G001771235	79.44
G001771275	85.09
G001771315	89.26
G001771345	94.52
G001771365	94.22
G001771395	91.79
G001771415	95.13
G001771425	95.71
G001771455	90.41
G001771465	95.71
G001771495	95.52
G001771505	91.89
G001771535	93.45
G001771545	93.12
G001771575	95.7
G001771585	95.32
G001771615	94.46
G001771625	95.7
G001771655	91.8
G001771665	92.97
G001771695	94.85
G001771705	85.35
G001771775	92.83
G001771815	93.38
G001771825	90.46
G001771845	92.18
G001772215	89.47
G001772255	88.71
G001772265	83.88
G001772305	89.13
G001772335	94.08
G001772355	93.45
G001772375	93.98
G001772385	92.15
G001772415	93.01
G001772435	95.27
G001772455	87.69
G001772465	90.06
G001772535	87.09
G001772545	89.9
G001772575	86.32
G001772615	89.82
G001772625	92.4
G001772665	90.03
G001772695	89.91
G001772705	86.39
G001772775	89.46
G001772795	89.35
G001772805	86.15
G001772815	91.92
G001772855	90.41
G001772865	90.79
G001772885	91.92
G001772935	91.69
G001772955	87.53
G001772985	90.5
G001773015	92.83
G001773035	92.12
G001773055	90.99
G001773065	92.81
G001773095	92.77
G001773115	90.42
G001773145	91.68
G001773175	87.67
G001773195	88.69
G001773215	92.82
G001773225	91.33
G001773275	92.43
G001773295	89.18
G001773315	92.56
G001773375	92.08
G001773385	90.86
G001773395	86.74
G001773425	80.7
G001773455	88.48
G001773465	90.35
G001773585	92.86
G001773615	94.5
G001773645	91.71
G001773655	93.44
G001773695	94.28
G001773715	93.19
G001773725	93.94
G001773735	91.01
G001773775	92.82
G001773795	92.54
G001773815	87.27
G001773915	84.29
G001773925	89.24
G001773975	84.81
G001774005	88.75
G001774035	90.5
G001774055	87.43
G001774075	88.73
G001774085	90.2
G001774135	87.16
G001774165	91.55
G001774195	90.12
G001774215	91.68
G001774245	79.78
G001774275	95.27
G001774295	94.59
G001774315	95.27
G001774335	93.87
G001774395	90.0
G001774495	81.71
G001774505	81.35
G001774535	92.83
G001774555	92.65
G001774635	91.9
G001774655	91.87
G001774675	91.9
G001774685	91.9
G001774705	74.76
G001774865	87.54
G001774895	89.48
G001774945	91.26
G001774995	87.1
G001775085	88.73
G001775155	86.07
G001775245	84.63
G001775325	93.7
G001775365	76.93
G001775405	90.94
G001775435	92.57
G001775445	91.23
G001775475	90.93
G001775565	93.05
G001775605	94.47
G001775635	92.73
G001775645	91.36
G001775695	85.8
G001775785	91.5
G001775835	89.42
G001775885	91.67
G001775915	90.88
G001775935	84.16
G001775955	80.08
G001775965	88.3
G001776015	82.74
G001776045	83.61
G001776075	94.98
G001776115	95.71
G001776125	90.57
G001776145	86.06
G001776175	88.75
G001776195	82.87
G001776225	89.44
G001776255	91.9
G001776275	89.67
G001776335	90.41
G001776415	86.39
G001776425	86.17
G001776455	89.64
G001776475	89.08
G001776505	86.91
G001776535	90.18
G001776585	91.12
G001776635	92.71
G001776675	89.41
G001776685	91.78
G001776735	92.57
G001776755	93.51
G001776815	94.16
G001776835	89.88
G001776855	89.21
G001776945	91.46
G001776975	92.69
G001777015	93.58
G001777025	88.68
G001777055	90.35
G001777065	93.57
G001777335	94.23
G001777345	94.13
G001777375	91.42
G001777435	93.58
G001777455	89.41
G001777465	91.39
G001777495	90.37
G001777545	89.18
G001777575	88.07
G001777585	89.22
G001777655	88.66
G001777665	88.48
G001777695	91.0
G001777775	88.3
G001777815	85.04
G001777825	88.0
G001777855	88.93
G001777945	89.56
G001778055	86.1
G001778075	84.91
G001778085	87.21
G001778155	85.42
G001778165	86.95
G001778195	88.67
G001778235	85.99
G001778255	85.48
G001778275	84.45
G001778285	87.89
G001778315	74.39
G001778395	90.79
G001778415	90.52
G001778435	92.54
G001778455	84.89
G001778465	92.46
G001778535	92.61
G001778545	92.26
G001778555	90.4
G001778595	90.75
G001778615	92.68
G001778635	91.75
G001778655	91.58
G001778665	92.11
G001778705	92.98
G001778735	89.0
G001778755	91.91
G001778775	92.63
G001778855	91.72
G001778875	90.74
G001778905	92.73
G001778935	91.67
G001778955	90.9
G001778975	90.46
G001779015	74.48
G001779055	85.01
G001779065	83.66
G001779095	88.33
G001779115	93.08
G001779135	93.34
G001779145	92.36
G001779195	90.28
G001779235	88.94
G001779255	93.13
G001779265	90.19
G001779275	92.35
G001779345	93.66
G001779385	90.89
G001779475	92.49
G001779505	90.29
G001779535	88.65
G001779555	87.37
G001779575	88.86
G001779585	89.28
G001779595	89.61
G001779615	86.75
G001779655	84.86
G001779665	88.28
G001779735	92.74
G001779745	88.85
G001779755	89.48
G001779835	94.27
G001779875	94.4
G001779895	89.16
G001779915	89.14
G001779925	89.52
G001779955	84.42
G001779985	88.98
G001779995	87.44
G001780055	88.98
G001780065	90.8
G001780145	89.22
G001780165	89.31
G001780215	85.78
G001780235	85.78
G001780275	87.33
G001780315	84.56
G001780385	80.42
G001780415	93.7
G001780425	91.72
G001780445	91.99
G001780475	93.58
G001780495	93.23
G001780515	92.0
G001780535	91.91
G001780555	92.93
G001780565	90.4
G001780595	93.15
G001780605	91.41
G001780635	93.61
G001780645	92.25
G001780695	91.63
G001780705	92.48
G001780725	91.63
G001780775	92.54
G001780795	73.57
G001780805	74.62
G001780825	85.26
G001780865	91.22
G001780895	94.14
G001780955	93.12
G001781095	90.89
G001781105	90.07
G001781175	90.56
G001781195	89.55
G001781205	88.42
G001781255	88.21
G001781275	89.96
G001781285	90.77
G001781335	89.24
G001781355	90.27
G001781375	87.36
G001781415	86.33
G001781435	88.33
G001781445	90.18
G001781465	88.42
G001781515	89.92
G001781525	86.08
G001781555	89.35
G001781565	90.08
G001781605	88.2
G001781625	89.38
G001781675	91.01
G001781685	89.12
G001781725	90.2
G001781795	90.1
G001781805	86.38
G001781845	87.81
G001781875	90.32
G001781885	90.12
G001781935	84.93
G001781965	83.66
G001781995	87.49
G001782035	94.94
G001782045	94.26
G001782085	91.19
G001782115	91.35
G001782125	88.14
G001782205	91.71
G001782265	92.95
G001782295	90.09
G001782355	89.12
G001782395	92.49
G001782415	93.87
G001782435	91.53
G001782445	90.59
G001782475	91.75
G001782495	94.47
G001782525	92.9
G001782595	92.71
G001782605	89.27
G001782645	91.87
G001782685	90.5
G001782735	91.59
G001782805	90.66
G001782815	90.32
G001782825	89.64
G001782875	89.51
G001782895	90.56
G001782905	86.56
G001782935	90.84
G001782955	89.58
G001782965	89.05
G001782975	90.21
G001783015	89.13
G001783035	87.44
G001783045	91.62
G001783065	88.97
G001783095	84.87
G001783105	91.95
G001783135	81.98
G001783145	90.52
G001783185	83.47
G001783215	87.2
G001783255	85.93
G001783315	84.91
G001783335	85.34
G001783355	90.5
G001783375	90.25
G001783415	88.58
G001783435	85.83
G001783445	90.49
G001783465	87.94
G001783485	85.74
G001783515	87.85
G001783525	87.75
G001783565	80.9
G001783595	89.42
G001783635	83.41
G001783645	84.52
G001783775	90.4
G001783805	92.82
G001783845	92.55
G001783885	89.97
G001783905	91.15
G001783975	92.38
G001784045	93.1
G001784055	92.0
G001784095	88.86
G001784115	90.81
G001784175	94.01
G001784235	87.99
G001784255	88.12
G001784275	88.18
G001784285	91.78
G001784315	89.86
G001784325	90.7
G001784355	79.19
G001784365	82.27
G001784395	84.43
G001784435	90.13
G001784455	74.44
G001784485	89.77
G001784535	84.64
G001784555	91.21
G001784565	90.74
G001784585	92.14
G001784615	83.48
G001784695	87.8
G001784715	85.77
G001784725	85.99
G001784775	84.9
G001784795	86.6
G001784805	87.32
G001784815	87.36
G001784875	87.9
G001784885	87.68
G001784895	88.08
G001784915	84.78
G001784955	87.25
G001784965	87.1
G001784975	88.17
G001785005	86.17
G001785035	82.41
G001785275	89.33
G001785295	90.96
G001785415	86.7
G001785465	89.16
G001785485	88.82
G001785515	89.55
G001785545	91.11
G001785595	91.55
G001785615	90.19
G001785675	90.65
G001785695	89.41
G001785785	91.17
G001785805	91.36
G001785815	90.54
G001785895	89.19
G001785985	92.16
G001786045	89.09
G001786055	90.44
G001786095	88.5
G001786125	91.5
G001786175	91.11
G001786195	88.88
G001786225	90.89
G001786255	87.43
G001786325	87.45
G001786355	88.94
G001786505	92.59
G001786555	84.42
G001786575	90.69
G001786615	84.98
G001786735	86.02
G001786745	90.91
G001786795	90.36
G001786805	89.97
G001786885	89.89
G001786905	91.15
G001786965	92.34
G001787125	91.98
G001787245	88.83
G001787315	89.55
G001787335	90.07
G001787375	91.1
G001787395	90.8
G001787405	90.96
G001787455	88.53
G001787475	91.3
G001787485	92.17
G001787535	89.72
G001787555	89.87
G001787565	89.83
G001787585	90.61
G001787615	92.82
G001787625	92.11
G001787675	89.11
G001787705	90.3
G001787725	89.26
G001787755	89.44
G001787775	88.83
G001787795	89.05
G001787805	87.11
G001787865	76.37
G001787885	90.27
G001787915	92.44
G001787945	91.81
G001787965	93.63
G001787985	88.66
G001788045	87.58
G001788055	88.11
G001788095	92.46
G001788125	93.68
G001788165	89.95
G001788195	89.58
G001788215	90.81
G001788225	92.38
G001788235	84.24
G001788275	89.98
G001788295	94.68
G001788305	92.28
G001788325	88.15
G001788355	93.62
G001788375	93.69
G001788565	90.12
G001788635	75.97
G001788645	90.69
G001788675	91.83
G001788685	85.23
G001788715	89.02
G001788755	90.52
G001788765	88.84
G001788795	92.03
G001788805	91.41
G001788835	90.64
G001788845	91.98
G001788875	91.51
G001788885	82.75
G001788915	92.61
G001788925	89.56
G001788955	92.39
G001788995	87.99
G001789005	92.94
G001789035	92.85
G001789045	92.77
G001789075	89.56
G001789085	89.44
G001789115	88.18
G001789125	88.67
G001789155	88.88
G001789165	88.42
G001789275	92.39
G001789285	87.38
G001789325	92.03
G001789365	90.99
G001789405	90.22
G001789435	92.56
G001789445	91.69
G001789475	93.22
G001789515	87.39
G001789535	93.39
G001789545	87.84
G001789555	90.34
G001789635	88.39
G001789645	89.54
G001789675	90.4
G001789695	90.48
G001789715	92.79
G001789725	92.42
G001789745	88.11
G001789775	91.76
G001789795	93.6
G001789805	90.28
G001789855	90.38
G001789875	92.95
G001789895	85.89
G001789935	91.19
G001789955	89.63
G001789965	93.22
G001789995	85.49
G001790005	92.3
G001790035	93.34
G001790045	93.62
G001790075	93.72
G001790095	93.62
G001790115	93.62
G001790125	94.94
G001790155	92.95
G001790165	92.9
G001790195	93.62
G001790365	90.12
G001790435	89.27
G001790445	90.61
G001790455	88.61
G001790495	88.16
G001790525	89.43
G001790575	89.45
G001790625	90.73
G001790645	80.78
G001790675	87.45
G001790695	72.76
G001790715	73.65
G001790765	92.36
G001790785	88.35
G001790815	89.66
G001790825	90.81
G001790855	88.8
G001790865	88.73
G001790905	92.58
G001790975	87.11
G001790985	89.42
G001791005	88.5
G001791035	90.36
G001791065	88.33
G001791115	90.72
G001791135	79.78
G001791145	90.14
G001791155	85.78
G001791195	88.77
G001791205	90.23
G001791245	87.85
G001791275	90.47
G001791295	89.67
G001791305	90.55
G001791335	88.98
G001791375	87.94
G001791385	87.04
G001791415	89.71
G001791425	83.61
G001791455	90.84
G001791465	83.56
G001791475	86.98
G001791505	88.58
G001791535	86.97
G001791555	89.51
G001791565	90.9
G001791575	87.05
G001791635	80.55
G001791645	91.68
G001791655	85.52
G001791715	85.13
G001791725	91.47
G001791735	91.57
G001791745	85.52
G001791795	91.94
G001791885	91.57
G001791935	94.58
G001791965	91.68
G001792005	86.41
G001792035	85.92
G001792065	90.34
G001792075	91.96
G001792155	86.29
G001792165	84.02
G001792215	89.47
G001792225	90.75
G001792255	89.44
G001792265	87.52
G001792295	89.74
G001792305	93.09
G001792335	93.59
G001792345	92.29
G001792375	90.89
G001792415	92.66
G001792425	91.33
G001792465	92.88
G001792495	92.29
G001792535	92.68
G001792545	92.19
G001792575	90.2
G001792585	88.6
G001792925	89.94
G001792935	92.69
G001792995	90.83
G001793005	94.01
G001793015	88.49
G001793075	89.73
G001793085	92.87
G001793095	90.77
G001793105	92.1
G001793165	92.8
G001793185	94.13
G001793255	90.55
G001793335	88.09
G001793345	93.64
G001793355	92.95
G001793455	90.67
G001793465	92.22
G001793475	90.09
G001793535	91.87
G001793545	92.85
G001793575	90.27
G001793615	92.26
G001793625	92.38
G001793635	94.4
G001793665	93.65
G001793705	93.55
G001793715	92.33
G001793755	92.59
G001793815	87.92
G001793855	91.51
G001793865	88.8
G001793895	83.58
G001793935	84.42
G001793945	84.33
G001793975	81.42
G001794015	87.57
G001794025	87.63
G001794055	88.8
G001794065	86.01
G001794095	86.93
G001794105	86.71
G001794125	88.93
G001794145	87.1
G001794195	89.53
G001794215	87.73
G001794285	89.36
G001794295	82.86
G001794375	87.05
G001794385	88.69
G001794435	87.44
G001794475	87.36
G001794485	91.91
G001794515	87.95
G001794555	86.35
G001794575	88.87
G001794595	90.98
G001794605	89.01
G001794635	89.15
G001794675	89.27
G001794695	89.13
G001794735	87.82
G001794755	91.23
G001794865	93.21
G001794895	93.19
G001794905	93.99
G001794935	91.51
G001794965	88.68
G001794985	69.81
G001795015	77.93
G001795035	88.34
G001795045	66.04
G001795085	90.25
G001795115	78.08
G001795125	88.66
G001795155	73.93
G001795165	87.46
G001795205	74.2
G001795275	75.66
G001795285	72.3
G001795315	87.28
G001795335	85.5
G001795365	83.71
G001795385	86.99
G001795495	87.36
G001795505	84.72
G001795535	87.06
G001795545	90.78
G001795585	87.1
G001795615	89.07
G001795625	86.86
G001795655	87.39
G001795665	88.55
G001795695	89.48
G001795715	91.45
G001795735	86.99
G001795775	86.31
G001795795	87.7
G001795825	87.39
G001795855	88.79
G001795875	90.84
G001795975	83.11
G001796065	91.33
G001796095	90.36
G001796105	88.72
G001796175	91.06
G001796185	91.59
G001796235	93.38
G001796255	93.17
G001796275	90.14
G001796285	93.38
G001796315	90.8
G001796335	88.62
G001796355	88.98
G001796365	88.82
G001796415	78.52
G001796445	85.94
G001796475	86.23
G001796495	87.55
G001796515	86.51
G001796525	90.81
G001796555	76.76
G001796575	77.56
G001796595	73.56
G001796605	73.71
G001796635	78.48
G001796655	74.23
G001796675	76.68
G001796685	75.17
G001796725	73.1
G001796755	78.29
G001796765	82.18
G001796785	85.9
G001796805	80.37
G001796835	85.31
G001796845	79.71
G001796865	85.47
G001796885	70.61
G001796915	84.83
G001796965	88.36
G001797045	78.83
G001797075	74.46
G001797095	74.81
G001797105	81.87
G001797155	74.19
G001797165	69.58
G001797185	83.34
G001797195	73.69
G001797235	87.4
G001797255	88.99
G001797275	87.72
G001797285	88.53
G001797335	94.72
G001797435	86.6
G001797465	88.6
G001797495	90.08
G001797505	83.87
G001797515	79.27
G001797585	85.7
G001797595	87.42
G001797665	86.51
G001797675	85.47
G001797695	83.52
G001797735	69.39
G001797745	84.04
G001797785	85.34
G001797845	85.14
G001797895	77.75
G001797935	87.12
G001797945	84.22
G001798005	67.4
G001798015	65.83
G001798055	85.64
G001798085	94.78
G001798105	91.77
G001798155	87.01
G001798185	91.91
G001798235	90.57
G001798265	88.08
G001798315	92.72
G001798395	86.94
G001798415	81.87
G001798425	90.21
G001798475	94.73
G001798485	86.98
G001798535	91.22
G001798605	91.24
G001798625	84.84
G001798655	89.83
G001798685	80.33
G001798715	91.31
G001798755	72.06
G001798805	80.92
G001798855	85.12
G001798915	83.3
G001798945	68.93
G001798975	61.12
G001799015	92.64
G001799025	85.52
G001799065	91.33
G001799095	93.02
G001799115	90.03
G001799195	90.82
G001799255	88.38
G001799285	86.71
G001799325	69.53
G001799395	91.89
G001799405	86.93
G001799425	93.07
G001799505	81.04
G001799555	88.52
G001799565	88.62
G001799575	92.16
G001799745	85.79
G001799775	92.2
G001799795	93.08
G001799915	88.86
G001799925	92.05
G001799975	91.88
G001800015	93.34
G001800095	92.09
G001800205	88.07
G001800235	92.34
G001800245	89.62
G001800315	92.21
G001800325	91.56
G001800355	93.08
G001800375	89.65
G001800425	88.87
G001800455	91.02
G001800475	92.25
G001800495	91.65
G001800525	90.42
G001800565	87.39
G001800635	90.36
G001800675	90.84
G001800735	81.82
G001800745	90.61
G001800755	83.76
G001800795	87.71
G001800815	91.26
G001800825	87.78
G001800835	91.79
G001800865	90.53
G001800985	90.4
G001801015	90.3
G001801235	88.32
G001801285	86.01
G001801305	89.81
G001801315	87.88
G001801345	80.5
G001801375	90.76
G001801405	89.49
G001801425	92.36
G001801465	89.9
G001801485	90.92
G001801495	93.14
G001801575	91.22
G001801605	92.39
G001801625	89.84
G001801635	90.93
G001801665	88.69
G001801725	90.09
G001801755	92.45
G001801785	87.98
G001801815	92.87
G001801825	87.07
G001801885	89.21
G001801915	92.3
G001801945	85.59
G001801985	83.42
G001802045	80.93
G001802095	82.55
G001802205	86.34
G001802215	88.36
G001802265	90.37
G001802335	85.73
G001802355	88.72
G001802405	82.06
G001802445	92.86
G001802455	92.95
G001802505	92.07
G001802535	80.65
G001802575	90.17
G001802615	83.02
G001802645	90.76
G001802785	85.4
G001802795	89.43
G001802805	88.3
G001802865	88.76
G001802895	77.89
G001802995	77.76
G001803025	89.99
G001803075	74.9
G001803105	91.2
G001803165	91.53
G001803205	90.3
G001803225	92.43
G001803255	89.31
G001803285	88.92
G001803315	91.76
G001803345	91.55
G001803365	88.12
G001803415	91.72
G001803445	77.81
G001803465	88.4
G001803475	87.77
G001803505	83.99
G001803525	90.51
G001803535	91.3
G001803565	87.12
G001803605	91.37
G001803615	87.88
G001803635	93.46
G001803645	85.46
G001803685	88.32
G001803705	85.35
G001803715	88.44
G001803765	80.7
G001803785	75.2
G001803815	85.32
G001803845	71.6
G001803885	73.21
G001803925	85.31
G001803945	92.26
G001803955	85.89
G001803975	93.69
G001804005	93.57
G001804045	80.62
G001804055	91.43
G001804065	91.11
G001804105	86.32
G001804125	93.42
G001804155	89.77
G001804165	91.29
G001804205	90.56
G001804225	91.82
G001804255	90.94
G001804305	91.59
G001804315	90.5
G001804395	92.54
G001804445	73.24
G001804545	80.94
G001804555	89.1
G001804565	90.95
G001804605	79.61
G001804625	89.11
G001804635	90.07
G001804665	90.07
G001804785	92.2
G001804885	90.98
G001804905	90.91
G001804915	91.03
G001804945	90.73
G001804965	79.1
G001804975	91.19
G001805005	90.21
G001805025	86.97
G001805085	82.27
G001805105	92.69
G001805125	84.6
G001805135	85.25
G001805165	84.05
G001805185	77.84
G001805205	91.14
G001805235	91.6
G001805295	84.73
G001805365	92.28
G001805375	87.22
G001805475	61.98
G001805565	88.21
G001805575	93.85
G001805605	93.46
G001805765	92.59
G001805775	93.41
G001805805	95.47
G001805845	93.74
G001805855	91.41
G001805895	91.45
G001806055	86.94
G001806075	79.4
G001806105	81.45
G001806225	86.57
G001806235	82.24
G001807285	91.8
G001807435	91.97
G001807655	87.13
G001808025	88.05
G001808185	89.37
G001808335	89.96
G001808965	86.66
G001809255	85.51
G001811135	85.28
G001812065	91.16
G001812345	91.51
G001812395	90.58
G001813085	89.99
G001813205	88.99
G001814535	89.98
G001814805	82.04
G001816025	85.98
G001816375	90.37
G001816405	89.5
G001816425	90.73
G001816455	91.42
G001816475	90.01
G001816555	87.3
G001816575	93.85
G001816585	89.76
G001816635	87.5
G001816645	85.35
G001816695	84.49
G001816735	87.1
G001816795	88.86
G001816815	85.42
G001816835	87.72
G001816895	90.22
G001816915	88.58
G001816955	89.63
G001816975	76.16
G001816985	88.95
G001816995	80.89
G001817035	91.41
G001817055	91.56
G001817065	84.72
G001817095	91.35
G001817115	90.66
G001817135	83.25
G001817145	84.26
G001817175	85.09
G001817215	87.27
G001817255	81.89
G001817265	80.02
G001817305	87.58
G001817345	87.59
G001817385	90.16
G001817415	88.4
G001817495	84.69
G001817505	87.5
G001817575	84.6
G001817585	79.71
G001817635	88.26
G001817675	87.2
G001817685	93.08
G001817715	82.95
G001817735	88.98
G001817755	85.58
G001817805	89.68
G001817875	86.78
G001817915	87.41
G001817925	91.07
G001817975	87.08
G001817995	87.83
G001818015	87.19
G001818055	88.66
G001818075	92.34
G001818085	87.41
G001818105	89.75
G001818135	85.59
G001818155	93.63
G001818175	92.26
G001818205	86.46
G001818315	88.17
G001818335	88.78
G001818365	88.42
G001818395	87.78
G001818435	87.48
G001818445	90.3
G001818475	84.7
G001818495	91.2
G001818535	86.28
G001818545	88.98
G001818595	88.36
G001818615	84.75
G001818625	86.82
G001818655	87.98
G001818675	89.22
G001818695	89.08
G001818705	83.78
G001818735	88.34
G001818755	88.36
G001818835	83.07
G001818855	83.46
G001818895	86.05
G001818915	84.75
G001818945	87.13
G001818975	87.15
G001818995	82.93
G001819015	86.41
G001819035	87.27
G001819055	87.27
G001819075	83.79
G001819095	86.33
G001819135	86.81
G001819255	84.09
G001819295	88.74
G001819315	84.61
G001819335	90.96
G001819345	84.57
G001819395	91.53
G001819475	72.03
G001819495	88.2
G001819535	91.68
G001819635	84.55
G001819735	89.15
G001819785	89.77
G001819815	89.9
G001819855	92.28
G001819875	89.07
G001819905	89.73
G001819945	87.33
G001819975	83.77
G001819985	88.72
G001820055	87.89
G001820095	87.96
G001820115	88.59
G001820135	88.84
G001820145	84.0
G001820175	81.26
G001820225	89.57
G001820295	89.42
G001820305	88.55
G001820325	88.83
G001820355	85.45
G001820395	89.92
G001820405	89.91
G001820445	89.85
G001820475	86.85
G001820515	89.65
G001820535	89.86
G001820555	88.82
G001820565	86.69
G001820595	83.65
G001820635	88.25
G001820675	85.24
G001820685	86.28
G001820715	88.03
G001820725	89.81
G001820755	86.45
G001820775	85.62
G001820815	85.09
G001820825	82.66
G001820855	84.11
G001820875	89.08
G001820885	89.27
G001820905	83.59
G001820935	86.08
G001820955	84.74
G001820985	83.81
G001821015	85.48
G001821035	83.11
G001821055	87.17
G001821065	83.67
G001821115	86.93
G001821135	89.58
G001821155	83.8
G001821165	83.59
G001821185	84.25
G001821215	82.39
G001821235	86.43
G001821245	84.52
G001821275	83.43
G001821295	82.8
G001821305	88.99
G001821355	84.19
G001821375	84.85
G001821385	86.04
G001821395	87.06
G001821435	86.03
G001821455	88.47
G001821575	89.2
G001821685	93.54
G001821725	82.86
G001821755	91.51
G001821795	91.35
G001821805	89.72
G001821835	88.04
G001821845	87.3
G001821925	89.38
G001821935	88.66
G001822005	85.81
G001822075	89.91
G001822135	89.92
G001822155	88.77
G001822165	90.84
G001822215	90.22
G001822295	90.56
G001822305	84.07
G001822325	85.67
G001822345	87.17
G001822375	90.1
G001822385	85.71
G001822415	83.53
G001822425	80.2
G001822455	88.31
G001822475	83.82
G001822495	87.73
G001822505	83.95
G001822535	83.49
G001822555	82.39
G001822595	87.88
G001822615	89.13
G001822625	82.28
G001822655	82.67
G001822675	84.01
G001822705	87.09
G001822735	87.29
G001822755	83.46
G001822765	89.06
G001822815	87.12
G001822835	89.54
G001822865	86.99
G001822895	85.87
G001822905	87.34
G001822935	88.29
G001822975	82.93
G001823015	83.21
G001823055	85.71
G001823155	92.82
G001823165	90.4
G001823235	91.18
G001823295	86.55
G001823315	86.81
G001823375	89.41
G001823415	86.34
G001823495	88.76
G001823505	88.34
G001823535	88.72
G001823545	87.93
G001823695	86.04
G001823715	91.32
G001823735	89.82
G001823745	89.7
G001823795	92.24
G001823815	86.7
G001823825	88.42
G001823875	87.69
G001823895	85.53
G001823945	91.64
G001823995	85.85
G001824005	89.28
G001824025	91.94
G001824075	90.73
G001824095	86.13
G001824135	89.69
G001824155	88.0
G001824195	86.99
G001824235	85.57
G001824255	92.01
G001824275	88.39
G001824295	86.4
G001824315	90.67
G001824325	89.25
G001824355	89.68
G001824375	89.74
G001824395	86.24
G001824435	87.31
G001824455	84.98
G001824485	85.8
G001824605	82.07
G001824635	86.34
G001824645	79.35
G001824675	86.35
G001824685	78.19
G001824735	83.58
G001824755	86.19
G001824825	86.87
G001824885	89.89
G001824925	90.41
G001824985	88.04
G001825005	90.91
G001825065	88.35
G001825075	88.9
G001825215	92.61
G001825235	87.24
G001825295	88.75
G001825315	91.2
